PubMed_ID,Title_abstract
20477813.0,"The prognostic value of intraepithelial and stromal CD3-, CD117- and CD138-positive cells in non-small cell lung carcinoma.. The major value of prognostic markers in potentially curable non-small cell lung carcinoma (NSCLC) should be to guide therapy after surgical treatment. Although tumor-infiltrating T lymphocytes and plasma cells have been documented in NSCLC, a clear association with clinical outcome, especially for the stromal component, has not been well established. The aim of this study was to elucidate the prognostic significance of these cells/markers in the epithelial and stromal compartments of NSCLC. Tissue microarrays from 335 resected, stage I-IIIA, NSCLC were constructed by duplicate cores from viable neoplastic epithelial and stromal areas. Immunohistochemistry was used to evaluate the infiltration of CD3(+), CD117(+) as well as CD138(+) cells in epithelial and stromal areas. In univariate analyses, increasing numbers of stromal CD3(+) (p = 0.001) and epithelial CD3(+) cells (p = 0.004) correlated significantly with an improved disease-specific survival. No such relation was noted with CD3(+) or CD117(+) cells. In the multivariate analysis, stromal CD3(+) cells was an independent prognostic factor for disease-specific survival (HR 1.925, CI 1.21-3.04, p = 0.005). Increased presence of the pan T-cell marker, CD3, which is an independent factor, correlates with improved clinical outcome in NSCLC. This prognostic impact of T cells is clearer in the tumor stroma. Neither plasma cells nor mast cells were prognostic indicators in our cohort."
24956062.0,"Cell communication using intrinsically disordered proteins: what can syndecans say?. Because intrinsically disordered proteins are incapable of forming unique tertiary structures in isolation, their interaction with partner structures enables them to play important roles in many different biological functions. Therefore, such proteins are usually multifunctional, and their ability to perform their major function, as well as accessory functions, depends on the characteristics of a given interaction. The present paper demonstrates, using predictions from two programs, that the transmembrane proteoglycans syndecans are natively disordered because of their diverse functions and large number of interaction partners. Syndecans perform multiple functions during development, damage repair, tumor growth, angiogenesis, and neurogenesis. By mediating the binding of a large number of extracellular ligands to their receptors, these proteoglycans trigger a cascade of reactions that subsequently regulate various cell processes: cytoskeleton formation, proliferation, differentiation, adhesion, and migration. The occurrences of 20 amino acids in syndecans 1-4 from 25 animals were compared with those in 17 animal proteomes. Gly + Ala, Thr, Glu, and Pro were observed to predominate in the syndecans, contributing to the lack of an ordered structure. In contrast, there were many fewer amino acids in syndecans that promote an ordered structure, such as Cys, Trp, Asn, and His. In addition, a region rich in Asp has been identified between two heparan sulfate-binding sites in the ectodomains, and a region rich in Lys has been identified in the conserved C1 site of the cytoplasmic domain. These particular regions play an essential role in the various functions of syndecans due to their lack of structure. "
25017879.0,"Midkine and syndecan‑1 levels correlate with the progression of malignant gastric cardiac adenocarcinoma.. The present study aimed to determine whether the expression levels of midkine (MK) and syndecan‑1 correlate with the malignant progression and poor prognosis of gastric cardiac adenocarcinoma (GCA). GCA tissue samples (n=72) were obtained from the Department of Pathology of the First Affiliated Hospital of Henan University of Science and Technology (Luoyang, China). The paraffin‑embedded samples had been surgically resected and pathologically diagnosed between 2007 and 2009. Normal gastric cardiac biopsy specimens (n=40) were also collected as the control. The expression levels of MK and syndecan‑1 were assessed by immunohistochemistry using the high‑sensitivity streptavidin‑peroxidase method. Statistical analysis was performed on the data obtained using the SPSS 17.0 statistics package. MK expression was detected in 76.4% of GCA samples and 5% of normal gastric cardiac mucosa specimens. A significant positive correlation was observed between the expression levels of MK and the infiltrative depth of the tumor, the presence of lymph node metastasis and the prognosis of the patients (P<0.05). Syndecan‑1 expression was detected in 38.9% of GCA samples and 100% of normal gastric cardiac mucosa samples. The expression levels of syndecan‑1 were negatively correlated with the grade of differentiation, serosal membrane invasion, lymph node metastasis and the patient's prognosis (P<0.05). Notably, the expression levels of MK and syndecan‑1 were inversely correlated (r=‑0.352, P<0.01) in the GCA tissue samples. These results suggest that high expression levels of MK in GCA tissues may indicate a differentiation stage that is characteristic of malignancy, a late clinical stage and a poor prognosis, whereas increased syndecan‑1 levels may indicate a high degree of differentiation, an early clinical stage and a favorable prognosis. MK and syndecan‑1 may serve as important biomarkers for monitoring the development and progression of GCA."
25236603.0,"Loss of cell invasiveness through PKC-mediated syndecan-1 downregulation in melanoma cells under anchorage independency.. Anchorage-independent survival is one of the key features for malignant tumor cells. Whether specific gene alterations contributed by anchorage independency would further affect metastatic phenotypes of melanoma cells was unclear. We adapted suspension culture of melanoma cells to establish anchorage independency. The suspended melanoma cells lost their invasive abilities in vitro. Specific loss of laminin-binding ability in suspended melanoma cells was observed, which was correlated with downregulation of syndecan-1 as revealed by microarray and validated by qPCR and Western blot. Modulation of syndecan-1 expression level affected laminin binding, transwell migration and matrix metalloproteinase-2 secretion in melanoma cells. SDC1 expression and transwell migration were correlated with activity or level of protein kinase Cδ as evidence by specific inhibitors and shRNA transfection. In this study, we compared metastatic phenotypes and gene expressions of adherent and suspended melanoma cells. The anchorage independency led to protein kinase Cδ-mediated syndecan-1 downregulation, which contributed to loss of laminin-binding ability, reduced metalloproteinase-2 secretion and loss of invasiveness. "
25274915.0,"The expression of vascular endothelial growth factor and Syndecan-4 in cartilage from osteoarthritic knees.. Previous studies support the important role of vascular endothelial growth factor (VEGF) and syndecan-4 in the pathogenesis of osteoarthritis (OA). Both VEGF and syndecan-4 are expressed by chondrocytes and both are involved in the regulation of matrix metalloproteinase-3, resulting in the activation of aggrecanase II (ADAMTS-5), which is essential in the pathogenesis of OA. However, the relationship between VEGF and syndecan-4 has not been established. As a pilot study, we assayed the expression of VEGF and syndecan-4 in cartilage samples and cultured chondrocytes from osteoarthritic knee joints and analysed the relationship between these two factors. Specimens were collected from 21 female patients (29 knees) who underwent total knee replacement due to severe medial OA of the knee (Kellgren-Lawrence grade 4). Articular cartilage samples, obtained from bone and cartilage excised during surgery, were analysed and used for chondrocyte culture. We found that the levels of expression of VEGF and syndecan-4 mRNA did not differ significantly between medial femoral cartilage with severe degenerative changes and lateral femoral cartilage that appeared grossly normal (p = 0.443 and 0.622, respectively). Likewise, the levels of expression of VEGF and syndecan-4 mRNA were similar in cultured chondrocytes from medial and lateral femoral cartilage. The levels of expression of VEGF and syndecan-4 mRNAs were significantly and positively correlated in cartilage explant (r = 0.601, p = 0.003) but not in cultured chondrocytes. These results suggest that there is a close relationship between VEGF and syndecan-4 in the cartilage of patients with OA. Further studies are needed to determine the exact pathway by which these two factors interact in the pathogenesis of OA."
27758044.0,"Heparanase regulation of cancer, autophagy and inflammation: new mechanisms and targets for therapy.. Because of its impact on multiple biological pathways, heparanase has emerged as a major regulator of cancer, inflammation and other disease processes. Heparanase accomplishes this by degrading heparan sulfate which regulates the abundance and location of heparin-binding growth factors thereby influencing multiple signaling pathways that control gene expression, syndecan shedding and cell behavior. In addition, heparanase can act via nonenzymatic mechanisms that directly activate signaling at the cell surface. Clinical trials testing heparanase inhibitors as anticancer therapeutics are showing early signs of efficacy in patients further emphasizing the biological importance of this enzyme. This review focuses on recent developments in the field of heparanase regulation of cancer and inflammation, including the impact of heparanase on exosomes and autophagy, and novel mechanisms whereby heparanase regulates tumor metastasis, angiogenesis and chemoresistance. In addition, the ongoing development of heparanase inhibitors and their potential for treating cancer and inflammation are discussed."
32485953.0,"Syndecan-1 Facilitates the Human Mesenchymal Stem Cell Osteo-Adipogenic Balance.. Bone marrow-derived human mesenchymal stems cells (hMSCs) are precursors to adipocyte and osteoblast lineage cells. Dysregulation of the osteo-adipogenic balance has been implicated in pathological conditions involving bone loss. Heparan sulfate proteoglycans (HSPGs) such as cell membrane-bound syndecans (SDCs) and glypicans (GPCs) mediate hMSC lineage differentiation and with syndecan-1 (SDC-1) reported in both adipogenesis and osteogenesis, these macromolecules are potential regulators of the osteo-adipogenic balance. Here, we disrupted the HSPG profile in primary hMSC cultures via temporal knockdown (KD) of SDC-1 using RNA interference (RNAi) in undifferentiated, osteogenic and adipogenic differentiated hMSCs. SDC-1 KD cultures were examined for osteogenic and adipogenic lineage markers along with changes in HSPG profile and common signalling pathways implicated in hMSC lineage fate. Undifferentiated hMSC SDC-1 KD cultures exhibited a pro-adipogenic phenotype with subsequent osteogenic differentiation demonstrating enhanced maturation of osteoblasts. In cultures where SDC-1 KD was performed following initiation of differentiation, increased adipogenic gene and protein marker expression along with increased Oil Red O staining identified enhanced adipogenesis, with impaired osteogenesis also observed in these cultures. These findings implicate SDC-1 as a facilitator of the hMSC osteo-adipogenic balance during early induction of lineage differentiation."
32814053.0,"Interactome Mapping Provides a Network of Neurodegenerative Disease Proteins and Uncovers Widespread Protein Aggregation in Affected Brains.. Interactome maps are valuable resources to elucidate protein function and disease mechanisms. Here, we report on an interactome map that focuses on neurodegenerative disease (ND), connects ∼5,000 human proteins via ∼30,000 candidate interactions and is generated by systematic yeast two-hybrid interaction screening of ∼500 ND-related proteins and integration of literature interactions. This network reveals interconnectivity across diseases and links many known ND-causing proteins, such as α-synuclein, TDP-43, and ATXN1, to a host of proteins previously unrelated to NDs. It facilitates the identification of interacting proteins that significantly influence mutant TDP-43 and HTT toxicity in transgenic flies, as well as of ARF-GEP100 that controls misfolding and aggregation of multiple ND-causing proteins in experimental model systems. Furthermore, it enables the prediction of ND-specific subnetworks and the identification of proteins, such as ATXN1 and MKL1, that are abnormally aggregated in postmortem brains of Alzheimer's disease patients, suggesting widespread protein aggregation in NDs."
33595099.0,"Plasma concentrations of syndecan-1 are dependent on kidney function.. Elevated plasma concentrations of syndecan-1 and heparan sulfate in studies of trauma, sepsis, and major surgery are commonly assumed to indicate acute glycocalyx degradation. We explored a possible role of the kidneys for these elevations."
34400721.0,"Circulating syndecan-1 is reduced in pregnancies with poor fetal growth and its secretion regulated by matrix metalloproteinases and the mitochondria.. Fetal growth restriction is a leading cause of stillbirth that often remains undetected during pregnancy. Identifying novel biomarkers may improve detection of pregnancies at risk. This study aimed to assess syndecan-1 as a biomarker for small for gestational age (SGA) or fetal growth restricted (FGR) pregnancies and determine its molecular regulation. Circulating maternal syndecan-1 was measured in several cohorts; a large prospective cohort collected around 36 weeks' gestation (n = 1206), a case control study from the Manchester Antenatal Vascular service (285 women sampled at 24-34 weeks' gestation); two prospective cohorts collected on the day of delivery (36 + 3-41 + 3 weeks' gestation, n = 562 and n = 405 respectively) and a cohort who delivered for preterm FGR (< 34 weeks). Circulating syndecan-1 was consistently reduced in women destined to deliver growth restricted infants and those delivering for preterm disease. Syndecan-1 secretion was reduced by hypoxia, and its loss impaired proliferation. Matrix metalloproteinases and mitochondrial electron transport chain inhibitors significantly reduced syndecan-1 secretion, an effect that was rescued by coadministration of succinate, a mitochondrial electron transport chain activator. In conclusion, circulating syndecan-1 is reduced among cases of term and preterm growth restriction and has potential for inclusion in multi-marker algorithms to improve detection of poorly grown fetuses."
